DATES,LIP,UNEMP,LCPI,FFR,LPCOM,LRCDUR,LRCND,LRCSV,RRSHOCK,CUMRRSHOCK
1979-07-01,3.978879463074039,5.7,4.290459441148391,10.47,5.639208397330961,3.175508928162988,3.9237736948608077,3.7199419795657542,0.6975303,-6.6881881
1979-08-01,3.972097829074438,6.0,4.300002799195291,10.94,5.6328233857157075,3.1947060755609957,3.94097968468245,3.724584378734713,0.3598159,-6.3283722
1979-09-01,3.973163258989563,5.9,4.309455941839047,11.43,5.638781624438787,3.2073294209678287,3.9435798103323636,3.724391375115296,-0.1433239,-6.4716961
1979-10-01,3.9784378900941237,6.0,4.320151230955794,13.77,5.648410699121214,3.1701896552911437,3.939774349958971,3.730333249006297,0.0,-6.4716961
1979-11-01,3.9776759054148965,5.9,4.330733340286331,13.18,5.638461425200972,3.1660234209639726,3.9450321590350916,3.7330159496020214,0.1038529,-6.3678432
1979-12-01,3.9785426877692087,6.0,4.3425058765115985,13.78,5.655537162028207,3.163320830745881,3.9394436010041383,3.7315317725689137,0.0,-6.3678432
1980-01-01,3.9831373583145697,6.3,4.356708826689592,13.82,5.658227072996699,3.193927179504236,3.9432503178447185,3.7360492585903264,0.0847353,-6.2831079
1980-02-01,3.9833683077786386,6.3,4.3694478524670215,14.13,5.683987847328021,3.153504957426533,3.9436573222014073,3.7305251093325684,0.2826824,-6.0004255
1980-03-01,3.9802123541771506,6.3,4.383275854074314,17.19,5.653786583890511,3.1024768309839788,3.935837183527401,3.7327767151511195,1.433455,-4.5669705
1980-04-01,3.959776441904898,6.9,4.393213824064446,17.61,5.6077853923216745,3.044236682613606,3.9309625152475407,3.725886179743032,-3.250249,-7.8172195
1980-05-01,3.9352140033544463,7.5,4.403054001865957,10.98,5.575380759851677,3.0209125720842893,3.927856983730674,3.724101799823697,-0.7961999,-8.6134194
1980-06-01,3.922875899145913,7.6,4.412798293340635,9.47,5.561834812000519,3.044236682613606,3.9230618525433623,3.730237305037501,0.0,-8.6134194
1980-07-01,3.9150005680853948,7.8,4.414009680526933,9.03,5.6153154933338705,3.095125017432026,3.9225870093316226,3.7342590469866463,0.4034276,-8.2099918
1980-08-01,3.9189191721159875,7.7,4.421247347827163,9.61,5.665388086668889,3.073433781217843,3.9293126739651068,3.7373362293821306,-0.0878418,-8.297833599999999
1980-09-01,3.934989250654758,7.5,4.429625613473161,10.87,5.679421473743266,3.0710252575894224,3.9225870093316226,3.7420172962767886,0.8627606,-7.435072999999999
1980-10-01,3.9473631218731735,7.5,4.439115601658009,12.81,5.692384429703832,3.1156463702193284,3.9301772160081883,3.749339356482515,1.282706,-6.152366999999999
1980-11-01,3.964480721613423,7.5,4.449685283147696,15.85,5.698602414614659,3.1105330890311684,3.924445525426703,3.7488685799279073,1.875421,-4.276945999999999
1980-12-01,3.970331535408675,7.2,4.45898767581001,18.9,5.661501082399595,3.103599644422998,3.931570698270515,3.7595009985927077,-0.6443099,-4.9212558999999985
1981-01-01,3.9647881161624365,7.5,4.468204330914934,19.08,5.640842674882327,3.116577283246194,3.9433860043702857,3.752863133855484,0.0,-4.9212558999999985
1981-02-01,3.9599175305373926,7.4,4.477336814478207,15.93,5.611118789792782,3.142167551783537,3.9360129321682424,3.7470304307559665,-0.7453017,-5.666557599999998
1981-03-01,3.9651561063332847,7.4,4.484131857611035,14.7,5.617207366124011,3.1546572525415497,3.9331972406595526,3.751102797294068,0.3091551,-5.357402499999998
1981-04-01,3.960735071309891,7.2,4.489759334476764,15.72,5.62040086571715,3.1085251010291133,3.9393657618198534,3.751478595870456,0.0,-5.357402499999998
1981-05-01,3.9668425751922527,7.5,4.49647076906475,18.52,5.599532453282402,3.092178171822243,3.9389375379690277,3.7559771976464305,1.508348,-3.8490544999999985
1981-06-01,3.971363037806872,7.5,4.505349850705881,19.1,5.5899416582324415,3.093947321050946,3.947583180826697,3.7624319148569043,0.0,-3.8490544999999985
1981-07-01,3.9779118644490086,7.2,4.516338972281476,19.04,5.614769094995898,3.105348719877314,3.943889821766518,3.757868992261999,-0.6647913,-4.513845799999999
1981-08-01,3.9775260612525445,7.4,4.523960130562548,17.82,5.607418406373117,3.16145855399825,3.9453417206209713,3.7549714554760247,-0.0802236,-4.594069399999999
1981-09-01,3.9712801043759813,7.6,4.533674184283021,15.87,5.5848863197123455,3.1169316889558356,3.9433278552565585,3.7543160093981105,0.0,-4.594069399999999
1981-10-01,3.964406705107708,7.9,4.536891345234797,15.08,5.561488997315319,3.058941786951875,3.945767211392307,3.755907062402273,-0.546217,-5.140286399999999
1981-11-01,3.9529192371927486,8.3,4.541164856012179,13.31,5.541302760075785,3.053670938474437,3.94495475366312,3.753636701329215,-0.4094439,-5.549730299999999
1981-12-01,3.941772080828741,8.5,4.544358046591334,12.37,5.517974848577414,3.0483721608781704,3.9532801052763475,3.7603625557358007,0.1070532,-5.442677099999999
1982-01-01,3.9218763018706575,8.6,4.547541073151455,13.22,5.5300638066695145,3.064325065019603,3.9465017238443885,3.7569585749245307,0.0,-5.442677099999999
1982-02-01,3.941643941661664,8.9,4.550714000192032,14.78,5.532638218452371,3.0963917566531682,3.9539324085053558,3.761734856415185,1.014477,-4.428200099999999
1982-03-01,3.934081908947092,9.0,4.550714000192032,14.68,5.51128936254075,3.09458163759616,3.9491068216580083,3.7630820646464485,-0.4120262,-4.8402262999999985
1982-04-01,3.925168227177833,9.3,4.553876891600541,14.94,5.504518197131935,3.07523637466659,3.9537789636684733,3.7661645168234785,0.0,-4.8402262999999985
1982-05-01,3.918939034469876,9.4,4.563305981889393,14.45,5.515362359400377,3.118038397937959,3.9499351704980072,3.7648909705200317,-0.097881,-4.938107299999999
1982-06-01,3.915656396660567,9.6,4.574710978503383,14.15,5.478511662325817,3.0726470173221165,3.9406104622800586,3.7708741016665637,0.0,-4.938107299999999
1982-07-01,3.912670795566801,9.8,4.579852378003801,12.59,5.485502079007979,3.0778190445521,3.955523010873997,3.7724160510417284,-0.1981146,-5.136221899999999
1982-08-01,3.9041077623783322,9.8,4.581901559048737,10.12,5.473656267914107,3.0840178384213512,3.948663469523138,3.7767300621839626,-0.2438593,-5.380081199999999
1982-09-01,3.9009398131296966,10.1,4.581901559048737,10.31,5.472354703754294,3.1281192615973166,3.9529537940301105,3.7812535095387987,0.0,-5.380081199999999
1982-10-01,3.892071287018439,10.4,4.585987366571318,9.71,5.450566239085699,3.101262774763455,3.961593817193891,3.7904427695233776,-0.2593523,-5.639433499999999
1982-11-01,3.8881277748442273,10.8,4.584967478670572,9.2,5.430397706905245,3.1564044989428894,3.9589256751143655,3.794364961959914,0.0899754,-5.549458099999999
1982-12-01,3.8809945637954684,10.8,4.581901559048737,8.95,5.423936287972195,3.165770363181095,3.9672495544182684,3.795421771169315,0.6315141,-4.9179439999999985
1983-01-01,3.899903864405533,10.4,4.583946549536464,8.68,5.440294245443586,3.1517954091855787,3.9611940494345954,3.8032120995699663,0.0,-4.9179439999999985
1983-02-01,3.8937347908299667,10.4,4.584967478670572,8.51,5.476505392060385,3.14354864824821,3.960927448781749,3.8043932503262767,0.2108304,-4.707113599999999
